datetime,open,high,low,close,volume
2004-10-14,71.15,71.2,70.01,70.53,94300
2004-10-15,70.41,70.5,69.45,69.79,117000
2004-10-18,69.8,70.65,69.25,69.33,105600
2004-10-19,69.08,70.7,68.9,70.11,194300
2004-10-20,69.93,70.37,68.83,70.09,98200
2004-10-21,69.97,71.3,69.97,71.25,116900
2004-10-22,71.21,71.6,70.45,70.94,111800
2004-10-25,70.19,70.85,69.97,70.46,135800
2004-10-26,70.33,73.62,70.33,72.89,120600
2004-10-27,72.75,74.4,72.63,73.18,61400
2004-10-28,72.93,73.12,71.86,73.07,82300
2004-10-29,73.05,74.03,73.0,73.5,69100
2004-11-01,73.35,75.73,73.21,74.78,117100
2004-11-02,74.63,75.0,74.58,74.77,97900
2004-11-03,75.0,75.81,74.81,75.25,105600
2004-11-04,75.25,75.86,75.0,75.78,97100
2004-11-05,75.8,75.81,74.15,74.46,84500
2004-11-08,74.49,75.3,74.4,75.3,89000
2004-11-09,75.15,75.15,73.5,74.35,110800
2004-11-10,74.46,74.8,73.94,74.01,64900
2004-11-11,74.16,74.8,74.0,74.3,72000
2004-11-12,74.3,76.89,74.3,76.4,129900
2004-11-15,76.22,76.39,74.75,74.75,86500
2004-11-16,74.93,76.04,74.9,75.2,89300
2004-11-17,75.05,76.9,75.05,75.53,43200
2004-11-18,75.7,76.0,75.3,75.45,28300
2004-11-19,75.3,75.3,73.72,73.9,32900
2004-11-22,73.75,74.18,73.2,74.18,54400
2004-11-23,74.26,75.38,74.01,74.66,37700
2004-11-24,74.5,76.7,74.49,76.38,46400
2004-11-26,76.2,76.32,76.07,76.31,10400
2004-11-29,76.06,76.79,76.03,76.26,28300
2004-11-30,76.1,76.1,74.41,74.56,66100
2004-12-01,74.46,76.24,74.46,76.2,31700
2004-12-02,76.05,77.18,75.7,76.66,81500
2004-12-03,76.66,77.17,76.0,76.35,41000
2004-12-06,76.15,77.03,75.49,75.92,28700
2004-12-07,76.0,76.13,74.31,74.47,23200
2004-12-08,73.65,75.58,73.65,75.05,32700
2004-12-09,74.95,76.44,74.89,75.47,37100
2004-12-10,75.3,77.75,75.3,76.95,64200
2004-12-13,76.8,77.62,76.8,76.92,26200
2004-12-14,76.92,77.5,76.36,77.1,39100
2004-12-15,76.9,77.5,76.5,77.36,28500
2004-12-16,77.6,77.6,76.85,77.4,29700
2004-12-17,78.0,78.24,76.93,77.0,41600
2004-12-20,76.87,77.0,75.59,75.6,41400
2004-12-21,75.75,76.5,75.46,76.44,31200
2004-12-22,76.55,77.09,76.35,76.72,25200
2004-12-23,76.57,77.51,76.57,77.51,29200
2004-12-27,77.86,77.86,75.49,75.9,42500
2004-12-28,76.05,77.1,75.9,76.81,17200
2004-12-29,76.66,77.05,76.6,76.74,8800
2004-12-30,76.74,77.38,76.64,77.17,14200
2004-12-31,77.02,77.98,77.02,77.26,20400
2005-01-03,77.01,77.35,75.77,75.78,25900
2005-01-04,75.77,76.25,74.95,75.55,24500
2005-01-05,75.7,75.7,74.75,74.85,24600
2005-01-06,76.25,80.58,76.21,80.0,300600
2005-01-07,80.0,81.0,77.95,78.34,147300
2005-01-10,79.0,80.64,78.75,80.19,79600
2005-01-11,80.3,80.55,79.25,79.95,75200
2005-01-12,80.13,80.85,80.13,80.7,46600
2005-01-13,80.55,81.97,80.25,80.25,157400
2005-01-14,80.5,81.3,80.5,80.91,53400
2005-01-18,80.66,81.35,80.1,80.48,80300
2005-01-19,81.88,82.2,79.44,79.48,72400
2005-01-20,79.68,80.11,77.7,79.34,162200
2005-01-21,79.35,79.6,78.45,79.31,79500
2005-01-24,79.38,79.66,78.64,79.23,43200
2005-01-25,79.08,79.7,79.0,79.01,36500
2005-01-26,78.2,79.76,78.2,79.24,62000
2005-01-27,79.39,79.75,79.16,79.3,67600
2005-01-28,79.3,79.57,78.53,79.05,84300
2005-01-31,79.25,80.39,79.25,80.3,63300
2005-02-01,80.15,80.15,79.26,79.8,108300
2005-02-02,79.89,79.89,78.6,79.07,49100
2005-02-03,78.9,80.5,78.9,80.05,82400
2005-02-04,80.05,80.8,80.05,80.4,80300
2005-02-07,80.85,81.45,80.59,80.59,36600
2005-02-08,80.41,81.0,80.0,80.41,34700
2005-02-09,80.21,80.74,79.94,80.0,31600
2005-02-10,79.85,80.91,79.6,80.85,19700
2005-02-11,80.7,82.45,80.47,81.0,71400
2005-02-14,81.05,81.31,79.75,79.89,78700
2005-02-15,79.69,80.26,79.4,79.5,83600
2005-02-16,79.0,79.0,77.16,77.58,498700
2005-02-17,77.25,80.99,77.25,80.25,398600
2005-02-18,80.7,80.87,79.64,80.53,172700
2005-02-22,80.38,80.38,78.7,79.33,80100
2005-02-23,79.33,79.37,78.2,78.26,69400
2005-02-24,78.41,78.41,77.8,78.11,42300
2005-02-25,78.31,78.5,77.86,78.17,84900
2005-02-28,77.87,77.87,77.01,77.61,110200
2005-03-01,77.61,80.44,77.61,80.01,151200
2005-03-02,79.86,81.4,79.53,79.97,145100
2005-03-03,79.74,80.09,79.2,79.56,61700
2005-03-04,79.49,80.72,79.35,80.55,40500
2005-03-07,80.4,80.91,80.18,80.31,13800
2005-03-08,80.31,80.98,80.23,80.85,31600
2005-03-09,80.8,81.17,80.28,80.55,46500
2005-03-10,80.55,80.85,79.56,79.63,66200
2005-03-11,79.8,80.57,79.8,79.96,47700
2005-03-14,80.11,81.52,80.11,80.71,53200
2005-03-15,80.96,80.96,80.1,80.62,27400
2005-03-16,80.47,80.47,78.85,79.82,47300
2005-03-17,79.8,79.96,79.25,79.51,17100
2005-03-18,79.66,79.79,78.83,79.64,16100
2005-03-21,79.5,79.5,77.55,78.24,37700
2005-03-22,78.45,78.66,77.36,77.39,48200
2005-03-23,77.21,77.21,75.14,75.47,92400
2005-03-24,75.27,75.75,74.9,74.95,42600
2005-03-28,75.15,76.25,75.15,76.07,96800
2005-03-29,75.92,75.92,73.75,73.98,79900
2005-03-30,73.99,74.4,73.64,73.98,98800
2005-03-31,74.0,74.95,73.84,74.93,89100
2005-04-01,74.93,75.63,74.55,75.63,53100
2005-04-04,75.45,75.46,73.47,74.6,73500
2005-04-05,74.74,75.12,73.9,74.21,78100
2005-04-06,74.36,74.56,73.15,73.37,84000
2005-04-07,73.52,73.79,72.8,73.79,57500
2005-04-08,73.61,73.9,73.42,73.43,14700
2005-04-11,73.3,73.3,71.05,71.56,154000
2005-04-12,71.46,71.49,69.5,71.0,305900
2005-04-13,70.84,70.84,69.8,70.42,122400
2005-04-14,70.58,71.32,70.25,70.42,81700
2005-04-15,70.42,70.56,69.38,70.0,117000
2005-04-18,70.4,70.87,70.09,70.19,70900
2005-04-19,71.19,73.87,71.19,73.87,188100
2005-04-20,74.27,74.27,71.16,72.26,163100
2005-04-21,72.36,73.88,72.35,73.38,186500
2005-04-22,73.63,76.0,73.4,75.25,190800
2005-04-25,75.15,76.16,74.7,75.96,162600
2005-04-26,76.0,76.73,75.21,75.7,102200
2005-04-27,75.52,75.52,73.73,74.97,126000
2005-04-28,74.97,75.25,74.01,74.72,126300
2005-04-29,74.9,75.07,74.0,74.96,111900
2005-05-02,74.9,75.15,74.46,74.8,104800
2005-05-03,74.8,75.5,74.56,75.0,125500
2005-05-04,75.0,75.01,74.4,74.53,162700
2005-05-05,74.5,75.0,73.78,74.37,101200
2005-05-06,74.55,75.27,74.43,74.77,107200
2005-05-09,74.52,76.1,74.5,76.02,66200
2005-05-10,75.77,75.92,75.5,75.55,73900
2005-05-11,75.55,76.15,75.41,75.89,72200
2005-05-12,76.02,76.29,75.51,75.6,90600
2005-05-13,75.85,76.12,75.16,75.71,112000
2005-05-16,75.65,77.1,75.65,76.59,88400
2005-05-17,76.89,77.35,76.25,76.89,90300
2005-05-18,77.04,79.98,77.04,78.54,98600
2005-05-19,78.34,78.84,77.67,78.24,42000
2005-05-20,78.36,78.4,77.55,78.21,49300
2005-05-23,78.25,78.85,78.0,78.05,55200
2005-05-24,78.0,78.05,76.65,77.5,92400
2005-05-25,77.5,77.84,77.1,77.58,63500
2005-05-26,77.55,78.25,77.55,78.09,52600
2005-05-27,78.09,78.6,77.69,78.1,23400
2005-05-31,78.35,78.35,77.35,78.02,48100
2005-06-01,77.92,78.2,77.09,77.7,71900
2005-06-02,77.72,77.72,77.0,77.5,55900
2005-06-03,77.45,77.81,77.16,77.38,22300
2005-06-06,77.13,77.57,77.01,77.48,31500
2005-06-07,77.25,77.9,76.95,77.17,20500
2005-06-08,77.17,77.45,75.32,75.6,45300
2005-06-09,75.35,76.84,75.21,76.77,36800
2005-06-10,76.95,78.05,76.94,77.48,49700
2005-06-13,78.0,78.55,77.6,78.15,49900
2005-06-14,78.15,79.51,77.85,78.01,43300
2005-06-15,78.01,78.32,77.7,78.15,26400
2005-06-16,78.0,78.25,77.7,78.23,19300
2005-06-17,78.13,78.25,77.62,78.07,26500
2005-06-20,77.89,78.25,77.5,78.25,27600
2005-06-21,78.1,78.1,77.39,77.75,29700
2005-06-22,77.95,78.14,77.36,77.9,20800
2005-06-23,77.9,78.03,76.75,76.76,44300
2005-06-24,76.86,76.9,75.92,76.25,67900
2005-06-27,76.0,77.48,75.98,77.48,55500
2005-06-28,77.66,79.61,77.66,79.5,54600
2005-06-29,79.32,79.88,79.28,79.78,27900
2005-06-30,80.03,80.52,79.85,80.45,31000
2005-07-01,80.3,81.2,79.87,81.2,59400
2005-07-05,81.45,82.52,81.41,81.8,62900
2005-07-06,81.98,83.85,81.95,83.85,104300
2005-07-07,83.84,84.15,82.46,82.59,87200
2005-07-08,82.24,82.73,81.77,82.15,91500
2005-07-11,82.33,83.98,82.33,83.52,56800
2005-07-12,83.52,84.51,83.37,84.25,62600
2005-07-13,84.43,84.43,83.35,83.73,48400
2005-07-14,83.77,84.28,83.5,84.16,43400
2005-07-15,83.91,83.95,82.42,83.75,54400
2005-07-18,84.0,84.31,83.16,83.49,47100
2005-07-19,83.31,85.5,82.73,83.29,107100
2005-07-20,83.4,83.4,82.95,83.15,116000
2005-07-21,83.15,83.16,82.45,82.69,67700
2005-07-22,82.69,82.7,82.17,82.3,101700
2005-07-25,82.15,83.22,81.91,83.0,71100
2005-07-26,83.0,84.09,82.8,83.99,93000
2005-07-27,84.14,85.54,83.45,85.3,87800
2005-07-28,85.31,85.55,84.9,84.9,132500
2005-07-29,85.03,85.62,84.82,85.0,48400
2005-08-01,85.15,85.39,83.98,84.37,59700
2005-08-02,84.37,85.46,84.08,84.48,83000
2005-08-03,84.33,84.69,84.1,84.61,66000
2005-08-04,84.96,84.96,83.44,83.6,60600
2005-08-05,83.6,83.6,82.05,82.46,84100
2005-08-08,82.31,83.33,82.14,82.23,51700
2005-08-09,82.23,83.58,82.23,83.32,41300
2005-08-10,83.32,84.65,83.32,84.5,52600
2005-08-11,84.5,84.56,83.55,83.97,72700
2005-08-12,84.12,84.95,83.92,84.41,62400
2005-08-15,84.62,86.61,84.62,85.38,143200
2005-08-16,85.45,85.64,84.28,84.4,66600
2005-08-17,84.35,86.15,84.34,84.96,34500
2005-08-18,84.96,85.25,84.29,85.25,41600
2005-08-19,85.25,85.93,84.81,85.46,31100
2005-08-22,85.41,85.46,84.86,85.0,56400
2005-08-23,85.13,85.26,84.38,84.86,63500
2005-08-24,84.66,84.75,84.1,84.25,93100
2005-08-25,84.1,84.27,83.84,84.01,46500
2005-08-26,83.99,84.3,82.85,84.15,57700
2005-08-29,84.05,84.32,83.32,84.3,36500
2005-08-30,84.25,84.25,82.59,83.03,59400
2005-08-31,82.7,82.7,81.23,82.15,79000
2005-09-01,82.15,84.05,81.93,83.83,38300
2005-09-02,83.9,83.96,82.84,83.03,16600
2005-09-06,83.18,84.64,82.98,84.25,69300
2005-09-07,84.4,84.4,83.48,83.93,33900
2005-09-08,83.94,83.94,83.17,83.4,28300
2005-09-09,83.35,84.01,83.25,83.93,20400
2005-09-12,85.17,85.84,84.9,85.45,66000
2005-09-13,85.4,85.57,83.75,84.0,31000
2005-09-14,84.0,84.21,83.35,83.51,22000
2005-09-15,83.66,83.8,83.02,83.8,21000
2005-09-16,83.8,84.36,83.64,84.25,77000
2005-09-19,84.35,85.62,84.15,85.44,41800
2005-09-20,85.54,87.71,85.54,87.16,94000
2005-09-21,87.3,87.3,84.72,84.96,62000
2005-09-22,85.02,86.26,84.66,85.72,65100
2005-09-23,85.73,86.06,85.62,85.62,23300
2005-09-26,85.65,86.61,85.23,85.23,28100
2005-09-27,85.33,86.12,85.33,85.42,44100
2005-09-28,85.44,86.8,85.44,86.35,22200
2005-09-29,86.45,88.68,86.15,88.26,39800
2005-09-30,88.44,89.29,88.2,88.62,43000
2005-10-03,88.87,89.45,87.9,89.12,83200
2005-10-04,89.12,89.74,89.12,89.59,40200
2005-10-05,89.72,90.0,88.4,88.46,44900
2005-10-06,88.61,88.61,87.09,87.68,44600
2005-10-07,87.68,88.37,87.68,88.2,27200
2005-10-10,88.1,88.55,87.01,87.32,37600
2005-10-11,87.17,88.08,85.91,86.26,119800
2005-10-12,86.11,86.11,84.38,84.48,42400
2005-10-13,84.48,84.94,83.37,83.47,82800
2005-10-14,83.51,84.94,83.51,84.8,38200
2005-10-17,85.05,86.08,84.52,84.8,54500
2005-10-18,85.0,85.21,83.01,83.69,76000
2005-10-19,85.5,93.8,84.15,91.6,447000
2005-10-20,91.7,92.99,89.85,89.85,177800
2005-10-21,89.7,91.12,89.7,89.9,181300
2005-10-24,90.0,91.52,89.95,90.6,141100
2005-10-25,90.66,92.5,90.23,92.48,209300
2005-10-26,92.73,93.3,92.43,93.0,189800
2005-10-27,92.8,94.43,92.64,93.42,89600
2005-10-28,93.67,94.0,92.18,93.22,78600
2005-10-31,93.37,95.74,93.35,94.8,173900
2005-11-01,94.81,95.01,94.24,94.35,153800
2005-11-02,94.43,95.5,94.43,95.3,187100
2005-11-03,95.65,95.84,95.05,95.29,123200
2005-11-04,95.42,96.78,94.91,96.52,46800
2005-11-07,96.9,97.11,96.37,96.76,46200
2005-11-08,97.06,97.95,96.68,97.87,62400
2005-11-09,97.81,99.3,97.81,99.25,124300
2005-11-10,99.4,100.75,99.15,100.39,77500
2005-11-11,100.64,101.59,100.13,101.59,57800
2005-11-14,101.89,101.89,100.75,101.47,47800
2005-11-15,101.17,101.33,99.15,100.0,149400
2005-11-16,100.2,100.25,97.79,98.13,67000
2005-11-17,98.38,105.0,98.38,104.01,220300
2005-11-18,104.01,106.65,103.87,104.67,237000
2005-11-21,104.47,105.19,104.0,105.03,173900
2005-11-22,105.3,108.67,105.24,108.15,192600
2005-11-23,108.25,109.35,107.8,108.77,67200
2005-11-25,109.31,111.01,109.03,111.0,40200
2005-11-28,111.0,111.0,108.5,108.9,69000
2005-11-29,108.91,109.0,108.27,108.89,53600
2005-11-30,108.64,109.25,107.77,107.84,72800
2005-12-01,108.08,110.43,108.0,109.45,89300
2005-12-02,109.7,110.17,109.02,110.04,41500
2005-12-05,110.06,110.06,108.45,109.4,94300
2005-12-06,109.65,111.89,109.65,110.0,80800
2005-12-07,109.75,109.75,108.06,108.32,71500
2005-12-08,108.26,109.48,108.26,108.66,75800
2005-12-09,108.91,109.68,108.59,109.25,160300
2005-12-12,109.6,111.8,109.6,110.49,96900
2005-12-13,110.74,112.25,110.4,111.59,60100
2005-12-14,111.84,113.35,111.8,112.82,95500
2005-12-15,113.07,113.56,112.68,113.45,71600
2005-12-16,113.85,113.87,112.68,112.69,85600
2005-12-19,112.94,112.94,111.0,111.25,86300
2005-12-20,111.0,111.0,109.11,109.7,67200
2005-12-21,109.95,110.0,107.16,107.28,164500
2005-12-22,107.28,108.9,106.35,108.63,172000
2005-12-23,108.38,109.72,108.0,108.78,31700
2005-12-27,108.79,110.4,108.5,108.52,54400
2005-12-28,108.32,108.32,107.31,108.0,34000
2005-12-29,107.8,108.2,107.14,107.76,30200
2005-12-30,107.75,108.48,107.2,108.48,37300
2006-01-03,109.48,109.53,105.74,109.0,124500
2006-01-04,109.25,109.74,108.66,109.18,78200
2006-01-05,109.43,109.43,107.83,108.0,35800
2006-01-06,107.79,110.42,107.79,110.42,69100
2006-01-09,111.79,112.49,110.51,111.7,95900
2006-01-10,111.47,113.11,111.1,112.16,76900
2006-01-11,111.26,112.55,110.39,110.52,88200
2006-01-12,110.32,111.99,110.02,111.99,94400
2006-01-13,111.74,112.87,111.74,112.65,47400
2006-01-17,113.65,114.5,111.03,111.79,111000
2006-01-18,111.29,111.35,109.03,110.9,129500
2006-01-19,114.85,120.74,114.85,119.35,553600
2006-01-20,130.39999,130.77,125.06,127.0,674200
2006-01-23,125.0,128.59,122.82,128.17999,245100
2006-01-24,128.99001,129.07001,127.72,128.96001,121000
2006-01-25,129.77,130.72,128.72,129.49001,126300
2006-01-26,129.59,136.56,129.59,135.00999,295200
2006-01-27,135.02,135.02,131.67,133.12,228800
2006-01-30,133.28,134.0,132.03,133.39999,229000
2006-01-31,133.8,133.99001,132.22,132.8,86200
2006-02-01,123.99,131.75,123.0,129.53999,385300
2006-02-02,128.24001,129.46001,128.24001,129.06,96200
2006-02-03,128.82001,129.86,128.05,129.66,80500
2006-02-06,129.41,131.39,129.27,130.55,67200
2006-02-07,130.89999,131.53,129.56,130.19,98300
2006-02-08,130.44,131.39999,130.00999,131.11,82400
2006-02-09,132.5,138.0,132.5,134.31,255700
2006-02-10,134.31,134.31,131.13,131.50999,211500
2006-02-13,144.89999,150.0,141.75,141.99001,1449400
2006-02-14,142.25,147.00999,141.24001,145.96001,450600
2006-02-15,155.55,161.49001,151.25,151.25,2536100
2006-02-16,151.0,153.0,148.5,150.89999,338500
2006-02-17,149.8,149.81,144.00999,146.58,442700
2006-02-21,148.5,149.42,144.96001,145.27,209700
2006-02-22,143.75,146.8,143.10001,144.42,266100
2006-02-23,144.2,144.2,140.28999,141.8,473600
2006-02-24,144.5,144.5,142.35001,143.5,247000
2006-02-27,143.39,144.49001,142.24001,143.5,168400
2006-02-28,143.25,143.75999,141.07001,142.10001,184400
2006-03-01,142.35001,144.19,141.0,142.61,204500
2006-03-02,142.84,143.66,141.14999,142.5,108900
2006-03-03,142.08,142.60001,140.35001,141.35001,122800
2006-03-06,141.14999,141.60001,137.34,137.53,205900
2006-03-07,137.3,137.3,135.25999,136.35001,110300
2006-03-08,135.0,135.5,133.05,133.72,132200
2006-03-09,133.39999,135.3,130.85001,132.05,394400
2006-03-10,131.89999,133.28,131.82001,132.25,195500
2006-03-13,132.25,135.03999,132.25,134.25,235400
2006-03-14,134.39999,138.2,134.28999,137.56,482800
2006-03-15,137.0,139.50999,136.10001,138.82001,554200
2006-03-16,140.89999,141.84,138.94,139.99001,267400
2006-03-17,140.0,141.14999,139.85001,140.46001,219600
2006-03-20,140.0,140.83,139.61,139.99001,236100
2006-03-21,139.74001,140.0,138.64999,139.45,178000
2006-03-22,139.49001,140.42,138.44,139.69,172100
2006-03-23,139.53,139.7,138.06,138.89,71600
2006-03-24,139.0,140.0,138.75999,139.45,115200
2006-03-27,139.25,139.8,138.28999,139.60001,109000
2006-03-28,137.0,140.14999,137.0,138.10001,181400
2006-03-29,138.02,139.98,138.02,139.7,196600
2006-03-30,139.8,140.48,138.83,139.75,123400
2006-03-31,139.99001,140.89,139.56,140.0,145000
2006-04-03,140.25,144.17999,140.25,142.25999,226400
